FDHI ID,Earthquake,Date,Magnitude,Cumulative displacement,Style,Hypocenter lat,Hypocenter lon,Feature,Breached or unbreached,Type (releasing or restraining),Type (single or double),Distance splay or double bend (m),Length (m) or angle (deg),Spacing double bend (m),Type (length or angle),Location along rupture,Total rupture length,Normalized location,Distance to epicenter,Distance to max slip,Slip at gate (m),Normalized slip at gate,x1check,y1check,UTM zone,latcheck,loncheck
32,GalwayLake,'1975-06-01',5.2,0.1,Strike-Slip,34.512,-116.488,bend,breached,releasing,double,515.276012805889,29.4594425442896,253.416528218916,angle,5039.96277041398,6900.28452126802,0.730399269027217,829.53136932679,247.230622380852,0.00478571428571429,0.319047619047619,546409.637450257,3818460.848743,11N,34.5067420179748,-116.494427931677
32,GalwayLake,'1975-06-01',5.2,0.1,Strike-Slip,34.512,-116.488,bend,breached,releasing,double,254.03732629004,21.4744044645313,92.9993938345743,angle,5169.96050945948,6900.28452126802,0.749238744217669,864.467047879521,114.265102840196,0.006,0.4,546489.298509414,3818347.01533638,11N,34.5057118945689,-116.493566368152
2,HectorMine,'1999-10-16',7.13,3,Strike-Slip,34.5981,-116.2645,bend,breached,NaN,single,0,13.8994678718561,0,angle,2979.99998320728,48174.1492813072,0.0618589020805729,14361.9121652446,18574.5894911506,0.306398,0.0458916930999951,557858.30599359,3839417.08543176,11N,34.6951348430133,-116.368286458938
2,HectorMine,'1999-10-16',7.13,3,Strike-Slip,34.5981,-116.2645,bend,breached,releasing,double,790.689326781306,9.38225112606937,128.898441105114,angle,9959.99842871919,48174.1492813072,0.206749856039159,8003.68062067355,11724.5065878533,2.65860486956522,0.398200636910944,560778.024252758,3833152.89029443,11N,34.6384791205219,-116.336860237868
2,HectorMine,'1999-10-16',7.13,3,Strike-Slip,34.5981,-116.2645,bend,breached,NaN,single,0,8.13201745949794,0,angle,15109.9977914684,48174.1492813072,0.313653650700408,3644.6798860611,6587.35950709647,1.89151,0.283306667848915,563808.840409543,3829001.03826791,11N,34.6008561798049,-116.304106148303
2,HectorMine,'1999-10-16',7.13,3,Strike-Slip,34.5981,-116.2645,bend,breached,NaN,single,0,17.5929623984971,0,angle,18449.9972150798,48174.1492813072,0.382985428706656,2602.82846196153,3321.70158326152,3.00345724137931,0.449851950601301,566051.268665752,3826521.50861168,11N,34.5783555077539,-116.27984504125
2,HectorMine,'1999-10-16',7.13,3,Strike-Slip,34.5981,-116.2645,bend,breached,NaN,single,0,5.66672552898456,0,angle,22079.9949509853,48174.1492813072,0.458336997754789,5504.60667888688,303.682955124399,4.15458318518519,0.622265342766332,567541.545320229,3823217.44116582,11N,34.5484646518781,-116.263860345481
2,HectorMine,'1999-10-16',7.13,3,Strike-Slip,34.5981,-116.2645,bend,breached,releasing,double,1046.38453676319,19.1766923193054,343.718957561393,angle,25119.994101168,48174.1492813072,0.521441363800382,8520.36280514315,3339.89638846693,2.84073827586207,0.425480222237976,568077.564040232,3820224.47939551,11N,34.5214406384508,-116.258258074714
2,HectorMine,'1999-10-16',7.13,3,Strike-Slip,34.5981,-116.2645,bend,breached,NaN,single,0,22.4696820422817,0,angle,26799.9939734901,48174.1492813072,0.556314836345002,10216.4202853252,5022.34007736924,1.74592104761905,0.261500639345411,568128.186523702,3818527.75996228,11N,34.5061372833052,-116.257842232755
2,HectorMine,'1999-10-16',7.13,3,Strike-Slip,34.5981,-116.2645,bend,breached,releasing,double,1117.37863740005,0.467441914341028,9.11592127128946,angle,27569.9938710515,48174.1492813072,0.572298510349602,10952.7626728395,5782.72329973683,2.30238966666667,0.344847420607402,568514.98778502,3817821.00839335,11N,34.4997385453122,-116.253685713923
2,HectorMine,'1999-10-16',7.13,3,Strike-Slip,34.5981,-116.2645,bend,breached,releasing,double,1070.09604703844,10.4465664272655,194.0281790054,angle,29889.9925285209,48174.1492813072,0.620457091083891,13219.8328390854,8076.43215809289,1.9280044375,0.288772733311506,569176.389751271,3815615.49452679,11N,34.4798062913844,-116.246660660686
2,HectorMine,'1999-10-16',7.13,3,Strike-Slip,34.5981,-116.2645,bend,breached,NaN,single,0,29.3626742520778,0,angle,34509.9907739917,48174.1492813072,0.716359111449477,17413.3241962015,12425.7191691205,1.53517273684211,0.229935169598488,571746.198710742,3811847.97962233,11N,34.4456574098866,-116.21899384691
2,HectorMine,'1999-10-16',7.13,3,Strike-Slip,34.5981,-116.2645,bend,breached,NaN,single,0,7.08057019538721,0,angle,32229.9910867306,48174.1492813072,0.669030830176728,15527.1566450879,10414.1712406709,1.35783295,0.203373563216669,569970.6025956,3813401.15490242,11N,34.4597850253441,-116.238193718505
2,HectorMine,'1999-10-16',7.13,3,Strike-Slip,34.5981,-116.2645,bend,breached,NaN,single,0,17.9416071871368,0,angle,34579.9907739916,48174.1492813072,0.717812172915933,17828.786677908,12762.1899711256,1.78135113333333,0.266807288279499,571035.462629046,3811258.11146718,11N,34.4403874793957,-116.226779077571
2,HectorMine,'1999-10-16',7.13,3,Strike-Slip,34.5981,-116.2645,bend,breached,NaN,single,0,14.9198302850675,0,angle,36129.9907675068,48174.1492813072,0.749987105252862,19258.4733289451,14239.3485905966,0.356026125,0.0533248965857496,571953.007188539,3809998.27558367,11N,34.4289634312968,-116.216898406681
2,HectorMine,'1999-10-16',7.13,3,Strike-Slip,34.5981,-116.2645,bend,breached,restraining,double,555.12464135246,22.4025014328902,211.563962880095,angle,40109.9907532725,48174.1492813072,0.832604028335924,22887.1373677446,17999.5377516558,0.01,0.0014977804391672,574524.378086161,3806957.16078918,11N,34.4013580828392,-116.189180002368
2,HectorMine,'1999-10-16',7.13,3,Strike-Slip,34.5981,-116.2645,bend,breached,restraining,double,673.753369975982,36.6264969924171,401.958620743041,angle,41839.9907424667,48174.1492813072,0.868515404354048,24489.8621262844,19657.3165525031,0.20066,0.030054462292329,575689.989674421,3805661.74842792,11N,34.3895921257687,-116.176613789624
2,HectorMine,'1999-10-16',7.13,3,Strike-Slip,34.5981,-116.2645,bend,breached,NaN,single,0,11.5894866471857,0,angle,36129.9907675068,48174.1492813072,0.749987105252862,18869.914372759,13945.9165555627,0.60656248,0.0908497417676745,572788.136434082,3810624.18362459,11N,34.4345489717314,-116.207756769728
2,HectorMine,'1999-10-16',7.13,3,Strike-Slip,34.5981,-116.2645,bend,breached,releasing,double,372.564151793441,17.3525655388501,111.11751392615,angle,8239.99906774628,48174.1492813072,0.17104607327116,9612.22802512179,13431.7236401062,2.30360679166667,0.345029719209104,559802.518683436,3834553.9706024,11N,34.6511706043672,-116.347404232718
2,HectorMine,'1999-10-16',7.13,3,Strike-Slip,34.5981,-116.2645,bend,breached,releasing,double,940.838144540316,23.7106640481719,378.328136784744,angle,2759.99998710308,48174.1492813072,0.0572921375525781,14619.6231187821,18819.4893274503,0.223154307692308,0.0334236156977437,557653.110666336,3839579.1619124,11N,34.6966079350908,-116.370515653867
2,HectorMine,'1999-10-16',7.13,3,Strike-Slip,34.5981,-116.2645,bend,breached,NaN,single,0,16.3027155680477,0,angle,38919.9907614193,48174.1492813072,0.807901983575272,21350.3770145379,16565.055341868,0.911275666666667,0.136489086822238,574910.721621937,3808719.45829957,11N,34.4172214995339,-116.184822833098
2,HectorMine,'1999-10-16',7.13,3,Strike-Slip,34.5981,-116.2645,bend,breached,NaN,single,0,11.9402932686848,0,angle,42679.9907391857,48174.1492813072,0.885952141883421,25796.0591612945,20848.1479864911,0.0760042857142857,0.0113837732435732,574782.558972354,3803991.3413597,11N,34.3745953447011,-116.186629973915
2,HectorMine,'1999-10-16',7.13,3,Strike-Slip,34.5981,-116.2645,bend,breached,NaN,single,0,16.8414157593196,0,angle,37269.9907660359,48174.1492813072,0.773651249104625,19819.2179569801,14971.4306603255,1.36616716666667,0.204621845886581,573788.472815011,3809945.29093625,11N,34.4283561090625,-116.196928368533
2,HectorMine,'1999-10-16',7.13,3,Strike-Slip,34.5981,-116.2645,bend,breached,NaN,single,0,17.8036722135674,0,angle,39259.990759213,48174.1492813072,0.814959710652264,21646.9432829571,16885.8380232172,0.8417729,0.126079098384105,575235.163227356,3808525.40482841,11N,34.4154480657362,-116.181309636108
2,HectorMine,'1999-10-16',7.13,3,Strike-Slip,34.5981,-116.2645,bend,breached,NaN,single,0,50.4830717943408,0,angle,38869.990761979,48174.1492813072,0.806864082539421,21323.4824901809,16531.3540720952,0.911275666666667,0.136489086822238,574842.09421097,3808722.64300497,11N,34.4172551918019,-116.185569290406
2,HectorMine,'1999-10-16',7.13,3,Strike-Slip,34.5981,-116.2645,bend,breached,NaN,single,0,13.9903479384102,0,angle,36409.9907672121,48174.1492813072,0.755799351112571,19046.5210530914,14160.199372129,0.600456260869565,0.0899351642105911,573179.542538094,3810559.13302962,11N,34.4339347118115,-116.203502541014
2,HectorMine,'1999-10-16',7.13,3,Strike-Slip,34.5981,-116.2645,bend,breached,NaN,single,0,3.95079793464026,0,angle,34339.9907763409,48174.1492813072,0.712830247936847,17269.8256457363,12272.5383474286,1.41935636842105,0.212588420482844,571613.440134273,3811962.51306767,11N,34.446699428826,-116.220429301153
2,HectorMine,'1999-10-16',7.13,3,Strike-Slip,34.5981,-116.2645,bend,breached,releasing,double,182.99720270445,13.8597592347625,43.8362874910067,angle,32179.9911355336,48174.1492813072,0.667992930142315,15420.6815409678,10319.1311476722,1.32652805555556,0.198684777361761,570081.469768017,3813527.91871169,11N,34.4609205826803,-116.236976344657
2,HectorMine,'1999-10-16',7.13,3,Strike-Slip,34.5981,-116.2645,bend,breached,NaN,single,0,3.94385464753465,0,angle,32159.9911355338,48174.1492813072,0.66757776972333,15398.8505671185,10298.4401640664,1.32652805555556,0.198684777361761,570089.621574956,3813551.49706615,11N,34.4611326450587,-116.236885662785
2,HectorMine,'1999-10-16',7.13,3,Strike-Slip,34.5981,-116.2645,bend,breached,NaN,single,0,15.9397550680879,0,angle,31509.9913986642,48174.1492813072,0.654085061568298,14807.0364796876,9683.93753578458,2.42903572727273,0.363816219834736,569706.667910949,3814088.21758076,11N,34.4659984478017,-116.241011017285
2,HectorMine,'1999-10-16',7.13,3,Strike-Slip,34.5981,-116.2645,bend,breached,NaN,single,0,14.3550499853029,0,angle,31339.9915156017,48174.1492813072,0.650556200434295,14657.0109804894,9528.31876637775,2.490386,0.373005143677584,569610.890319224,3814225.39730776,11N,34.4672419284654,-116.242042612305
2,HectorMine,'1999-10-16',7.13,3,Strike-Slip,34.5981,-116.2645,bend,breached,NaN,single,0,2.21007942537871,0,angle,30269.9922362634,48174.1492813072,0.628345132977967,13692.0377855362,8525.72012128204,1.71015363157895,0.256143465734969,568955.373678426,3815112.93244371,11N,34.475289279994,-116.249107972271
2,HectorMine,'1999-10-16',7.13,3,Strike-Slip,34.5981,-116.2645,bend,breached,NaN,single,0,0.451544251898485,0,angle,13599.9978039852,48174.1492813072,0.282309039326666,4881.12590597465,8078.00886779519,1.49929932258065,0.224562119781792,562756.576267978,3830086.84308028,11N,34.6107122026654,-116.315500979498
2,HectorMine,'1999-10-16',7.13,3,Strike-Slip,34.5981,-116.2645,bend,breached,restraining,double,284.127073519269,13.6270551225461,66.9406362282279,angle,17349.9975943952,48174.1492813072,0.360151613536172,2564.6680753348,4389.719272179,3.88317482608696,0.581614329637953,565287.902532693,3827330.43553813,11N,34.5856987179115,-116.288105230639
2,HectorMine,'1999-10-16',7.13,3,Strike-Slip,34.5981,-116.2645,bend,breached,releasing,double,196.457427536912,9.51771729559666,32.4847429495001,angle,26859.9939734902,48174.1492813072,0.557560317601968,10273.5069010137,5082.33205202543,1.83193880952381,0.274384211465601,568174.039529645,3818473.71424949,11N,34.5056468954751,-116.257347090734
15,Hualien,'2018-02-06',6.4,NaN,Strike-Slip,24.134,121.659,bend,breached,NaN,single,0,13.2472268599191,0,angle,0,7305.71812073165,0,19020.9536599427,5348.91018755903,0.386997727272727,0.387230065311915,358770.952060657,2651353.62165064,51N,23.9677730845881,121.611905417877
15,Hualien,'2018-02-06',6.4,NaN,Strike-Slip,24.134,121.659,bend,breached,NaN,single,0,16.3109983578755,0,angle,299.99827331428,7305.71812073165,0.0410634886751196,18773.6931764369,5089.0832914489,0.416963928571429,0.417214257125704,358625.355755366,2651650.4778576,51N,23.9704406463363,121.610445981594
15,Hualien,'2018-02-06',6.4,NaN,Strike-Slip,24.134,121.659,bend,breached,NaN,single,0,17.7750912400236,0,angle,2159.94244426442,7305.71812073165,0.295650941984072,16971.0567997231,3280.84518763779,0.511240333333333,0.511547261690347,358735.376167665,2653497.63322772,51N,23.9871295962806,121.611348290669
15,Hualien,'2018-02-06',6.4,NaN,Strike-Slip,24.134,121.659,bend,breached,NaN,single,0,8.69105306986553,0,angle,2769.93014937536,7305.71812073165,0.37914549994956,16391.3482282172,2703.00035200951,0.683204222222222,0.683614390856736,358867.814466083,2654063.4966827,51N,23.9922509192555,121.612595118806
15,Hualien,'2018-02-06',6.4,NaN,Strike-Slip,24.134,121.659,bend,breached,NaN,single,0,18.6695924980422,0,angle,1789.95043819278,7305.71812073165,0.24500677532485,17329.1683507145,3637.81732489908,0.5416253,0.541950470282169,358680.919965909,2653139.75239055,51N,23.9838932150487,121.610847773013
15,Hualien,'2018-02-06',6.4,NaN,Strike-Slip,24.134,121.659,bend,breached,NaN,single,0,24.7988912009913,0,angle,2739.93014937532,7305.71812073165,0.375039127447326,16428.8064816854,2757.5352639863,0.6209871,0.62135991594957,358648.267773939,2654094.11894482,51N,23.9925078887971,121.61043438357
15,Hualien,'2018-02-06',6.4,NaN,Strike-Slip,24.134,121.659,bend,breached,NaN,single,0,10.8169430659092,0,angle,3259.9294439636,7305.71812073165,0.446216154263166,15903.9264652478,2225.94225907753,0.4622275,0.462505003001801,358895.897496016,2654565.73202568,51N,23.9967884182346,121.612822519697
15,Hualien,'2018-02-06',6.4,NaN,Strike-Slip,24.134,121.659,bend,breached,NaN,single,0,7.89842749516044,0,angle,4999.91914755047,7305.71812073165,0.684384350028789,14170.6819511039,497.140371223452,0.508902538461538,0.509208063299518,359520.708730717,2656186.03056023,51N,24.0114745805858,121.618807365498
15,Hualien,'2018-02-06',6.4,NaN,Strike-Slip,24.134,121.659,bend,breached,NaN,single,0,11.8473611472465,0,angle,3589.92931238195,7305.71812073165,0.491386233776896,15572.9038005467,1898.25244149054,0.486258461538462,0.486550391773526,358986.924824217,2654884.16178012,51N,23.999671814436,121.613686389476
15,Hualien,'2018-02-06',6.4,NaN,Strike-Slip,24.134,121.659,bend,breached,NaN,single,0,8.38249542620852,0,angle,4049.92904485638,7305.71812073165,0.554350575525735,15119.5835978799,1450.91470950982,0.455172857142857,0.455446124817748,359117.961575247,2655318.19964797,51N,24.00360265905,121.614932373921
15,Hualien,'2018-02-06',6.4,NaN,Strike-Slip,24.134,121.659,bend,breached,NaN,single,0,6.29816595526012,0,angle,5699.91895376098,7305.71812073165,0.780199681888377,13511.7039651637,197.541200440066,0.8291575,0.829655293175906,359917.878960985,2656754.17318602,51N,24.0166398460861,121.622656816349
28,Imperial1940,'1940-05-19',6.95,43,Strike-Slip,32.7601,-115.4162,bend,breached,restraining,double,2575.86243294551,10.6759775678835,477.190412287762,angle,25369.9999726177,60614.751301348,0.418544981674345,13966.3482025163,3777.1797352346,NaN,NaN,655633.902772816,3613879.85058984,11N,32.6515936071004,-115.340556022507
28,Imperial1940,'1940-05-19',6.95,43,Strike-Slip,32.7601,-115.4162,bend,breached,NaN,single,0,7.66232838064837,0,angle,60199.9990360209,60614.751301348,0.993157568802597,20833.7588128429,30962.999791126,NaN,NaN,635456.081968272,3642159.14545162,11N,32.9092706691711,-115.551511055005
28,Imperial1940,'1940-05-19',6.95,43,Strike-Slip,32.7601,-115.4162,bend,breached,NaN,single,0,7.59968198363307,0,angle,59139.9990435483,60614.751301348,0.975670076571494,19829.5326402197,29941.7520561397,NaN,NaN,635802.572847081,3641149.40224461,11N,32.9001222186321,-115.547955556558
28,Imperial1940,'1940-05-19',6.95,43,Strike-Slip,32.7601,-115.4162,bend,breached,NaN,single,0,8.97417072608764,0,angle,55029.9991255366,60614.751301348,0.907864800961623,15732.2304906781,25826.7575234033,NaN,NaN,638116.601136402,3637743.24948494,11N,32.8691173426822,-115.523729738291
28,Imperial1940,'1940-05-19',6.95,43,Strike-Slip,32.7601,-115.4162,bend,breached,releasing,double,426.616130685503,18.3762954083324,134.493481732002,angle,54119.9992114886,60614.751301348,0.892851955168957,14863.7590036653,24942.2551877675,NaN,NaN,638504.10359255,3636928.97856919,11N,32.8617256693794,-115.519711098532
28,Imperial1940,'1940-05-19',6.95,43,Strike-Slip,32.7601,-115.4162,bend,breached,NaN,single,0,16.6730425440732,0,angle,53229.9993976151,60614.751301348,0.878169063714881,14021.8303568572,24071.1003808273,NaN,NaN,638796.198649557,3636056.85662146,11N,32.8538242925016,-115.516721092728
28,Imperial1940,'1940-05-19',6.95,43,Strike-Slip,32.7601,-115.4162,bend,breached,NaN,single,0,26.7064545092125,0,angle,52699.9994628057,60614.751301348,0.869425318612727,13495.9633894171,23537.4825232953,NaN,NaN,639079.537158604,3635601.50193117,11N,32.8496821818872,-115.513762479039
28,Imperial1940,'1940-05-19',6.95,43,Strike-Slip,32.7601,-115.4162,bend,breached,NaN,single,0,7.41392497475018,0,angle,48689.9996201592,60614.751301348,0.803269807675948,9499.68285682509,19529.2135886642,NaN,NaN,641625.289365738,3632502.70985137,11N,32.8214129087956,-115.487040194767
28,Imperial1940,'1940-05-19',6.95,43,Strike-Slip,32.7601,-115.4162,bend,breached,NaN,single,0,1.22399841489613,0,angle,46429.9996342872,60614.751301348,0.765985154396809,7233.48205148199,17285.713415963,0.533333333333333,0.0796019900497512,643227.311705534,3630899.82488384,11N,32.8067510395762,-115.470179045164
28,Imperial1940,'1940-05-19',6.95,43,Strike-Slip,32.7601,-115.4162,bend,breached,restraining,double,792.18011290256,1.945895186554,26.8990693879349,angle,41029.9997982893,60614.751301348,0.676897931896271,2123.88739409785,11881.0776507211,0.557971014492754,0.0832792558944408,646348.142449098,3626485.53535918,11N,32.7665343343348,-115.437552039177
28,Imperial1940,'1940-05-19',6.95,43,Strike-Slip,32.7601,-115.4162,bend,breached,NaN,single,0,1.52090823935523,0,angle,37629.9998377569,60614.751301348,0.620805975936093,2062.29768150225,8485.48553371437,1.26888888888889,0.1893864013267,648346.419682827,3623739.60788878,11N,32.7415057215502,-115.416663222514
28,Imperial1940,'1940-05-19',6.95,43,Strike-Slip,32.7601,-115.4162,bend,breached,releasing,double,477.683263902619,29.4505383905813,234.863498409786,angle,33129.9999460681,60614.751301348,0.546566623384485,6254.54686048584,3988.74546080451,1.8,0.26865671641791,651084.547859808,3620172.42022114,11N,32.7089671810842,-115.388027469766
28,Imperial1940,'1940-05-19',6.95,43,Strike-Slip,32.7601,-115.4162,bend,breached,releasing,double,519.376143532909,8.85156621624211,79.9190975744448,angle,30269.9999677525,60614.751301348,0.499383389651543,9081.4763845652,1132.23801260302,4.84615384615385,0.723306544202067,652762.709160162,3617859.54746354,11N,32.6878802600073,-115.370507914283
28,Imperial1940,'1940-05-19',6.95,43,Strike-Slip,32.7601,-115.4162,bend,breached,NaN,single,0,6.01552582387189,0,angle,28859.9999693254,60614.751301348,0.476121725318101,10476.722424646,281.049730185367,5.45588235294118,0.814310798946444,653649.361518653,3616758.98888082,11N,32.6778331869388,-115.361234782924
28,Imperial1940,'1940-05-19',6.95,43,Strike-Slip,32.7601,-115.4162,bend,breached,NaN,single,0,16.9716839776991,0,angle,52959.9994419753,60614.751301348,0.873714703186409,13744.3932237475,23792.9846594601,NaN,NaN,638970.660970879,3635840.1779106,11N,32.8518482676464,-115.514889758582
28,Imperial1940,'1940-05-19',6.95,43,Strike-Slip,32.7601,-115.4162,bend,breached,NaN,single,0,6.65320821438327,0,angle,47379.9996232725,60614.751301348,0.781657906797662,8181.77585898901,18231.1567485508,NaN,NaN,642593.009502374,3631606.60329731,11N,32.813206963934,-115.476843260964
28,Imperial1940,'1940-05-19',6.95,43,Strike-Slip,32.7601,-115.4162,bend,breached,NaN,single,0,5.77836245589871,0,angle,57739.9990698161,60614.751301348,0.952573388988433,18492.5702829066,28579.1737135532,NaN,NaN,636302.92627188,3639824.22644259,11N,32.8881100694206,-115.542802810214
28,Imperial1940,'1940-05-19',6.95,43,Strike-Slip,32.7601,-115.4162,bend,breached,NaN,single,0,4.05116757032034,0,angle,42699.9997423577,60614.751301348,0.70444898025026,3586.95594299284,13547.3376525111,NaN,NaN,645440.133764663,3627886.7051626,11N,32.7792897172388,-115.447023605229
7,Imperial1979,'1979-10-15',6.53,43,Strike-Slip,32.644,-115.307,bend,breached,NaN,single,0,6.61051501666018,0,angle,26869.991100121,32653.1156479598,0.822892105911487,35087.4919536092,18799.4276415254,NaN,NaN,636261.451808036,3639983.32332207,11N,32.889549908946,-115.543222602803
7,Imperial1979,'1979-10-15',6.53,43,Strike-Slip,32.644,-115.307,bend,breached,NaN,single,0,32.8730007600794,0,angle,26749.9915450642,32653.1156479598,0.819217125663032,34961.6916405314,18673.2547245291,NaN,NaN,636334.590186941,3639880.48115506,11N,32.8886134080095,-115.542456083072
7,Imperial1979,'1979-10-15',6.53,43,Strike-Slip,32.644,-115.307,bend,breached,NaN,single,0,18.0341640974865,0,angle,24709.9931625584,32653.1156479598,0.75674227932679,32913.1089742137,16625.2784382348,0.22578,0.28834438879112,637610.178749046,3638276.5699586,11N,32.8739903599598,-115.529061702681
7,Imperial1979,'1979-10-15',6.53,43,Strike-Slip,32.644,-115.307,bend,breached,restraining,double,528.269688712826,3.8415821026935,35.3930294627419,angle,23459.9936791105,32653.1156479598,0.718461108950145,31665.6259404042,15372.3821586719,0.045,0.0574696496394737,638320.855117999,3637243.94695151,11N,32.8645890722634,-115.5216219074
7,Imperial1979,'1979-10-15',6.53,43,Strike-Slip,32.644,-115.307,bend,breached,releasing,double,343.701114686655,27.6847474789347,159.685714037639,angle,22689.9940983213,32653.1156479598,0.694879911091699,30904.8530368501,14602.6359651018,0.1478105,0.188769281067454,638691.270554919,3636560.08809064,11N,32.8583754980238,-115.517766632181
7,Imperial1979,'1979-10-15',6.53,43,Strike-Slip,32.644,-115.307,bend,breached,releasing,double,1138.61245355071,19.3015703334344,376.357256211673,angle,21679.9941721548,32653.1156479598,0.663948714906455,29948.6393856785,13627.9489046287,0.2303826,0.294222384556245,639064.244952122,3635618.1536243,11N,32.8498342800379,-115.513923344333
7,Imperial1979,'1979-10-15',6.53,43,Strike-Slip,32.644,-115.307,bend,breached,releasing,double,663.552674963887,7.94822447043969,91.7548596048222,angle,18779.9964019129,32653.1156479598,0.575136431217899,27071.923003504,10745.0145924484,0.17479725,0.223234149232078,640823.577240699,3633334.17604132,11N,32.8290138684842,-115.495475766291
7,Imperial1979,'1979-10-15',6.53,43,Strike-Slip,32.644,-115.307,bend,breached,NaN,single,0,8.51917497110611,0,angle,17769.9968963828,32653.1156479598,0.544205247914622,26067.4415673207,9742.0714781659,NaN,NaN,641484.624975915,3632577.82924481,11N,32.8221084469801,-115.488530963244
7,Imperial1979,'1979-10-15',6.53,43,Strike-Slip,32.644,-115.307,bend,breached,NaN,single,0,6.24264728329913,0,angle,17309.9969482821,32653.1156479598,0.530117772983897,25620.8987953928,9304.70603608043,0.512954,0.655095259137036,641864.00258437,3632317.21907597,11N,32.8197094083702,-115.484519237568
7,Imperial1979,'1979-10-15',6.53,43,Strike-Slip,32.644,-115.307,bend,breached,releasing,double,246.332385922482,4.00615326155512,17.2096688555068,angle,7459.99991757443,32653.1156479598,0.228462116693619,15835.6510520946,526.277471296716,0.678822333333333,0.866926259202594,647784.906668569,3624469.59771833,11N,32.748163824412,-115.422538398768
7,Imperial1979,'1979-10-15',6.53,43,Strike-Slip,32.644,-115.307,bend,breached,NaN,single,0,45.9220720197449,0,angle,26039.9926683351,32653.1156479598,0.797473446303801,34265.7653698378,17966.6954788366,0.144769166666667,0.184885184154042,636628.261891632,3639217.79108626,11N,32.8826009035292,-115.539415396516
7,Imperial1979,'1979-10-15',6.53,43,Strike-Slip,32.644,-115.307,bend,breached,NaN,single,0,19.1469270949545,0,angle,21629.9941721549,32653.1156479598,0.662417467458616,29258.1704553878,13442.6547967838,NaN,NaN,642453.24168752,3637356.79518378,11N,32.8650769950387,-115.477450721826
7,Imperial1979,'1979-10-15',6.53,43,Strike-Slip,32.644,-115.307,bend,breached,NaN,single,0,31.9887439694761,0,angle,23569.993610766,32653.1156479598,0.721829851242346,31487.3573161135,15849.1141153273,NaN,NaN,642143.458106238,3639811.86512351,11N,32.8872555296676,-115.480382949243
7,Imperial1979,'1979-10-15',6.53,43,Strike-Slip,32.644,-115.307,bend,breached,NaN,single,0,6.26575831302388,0,angle,16769.9969652311,32653.1156479598,0.513580301066275,25078.3324041867,8767.5770855966,0.4504655,0.575290987992675,642255.836063217,3631939.26126239,11N,32.8162504540665,-115.480392729907
7,Imperial1979,'1979-10-15',6.53,43,Strike-Slip,32.644,-115.307,bend,breached,NaN,single,0,34.775858768531,0,angle,29979.9810623399,32653.1156479598,0.918135389760673,37480.9962048506,21329.5763957418,NaN,NaN,636240.238868609,3643022.80557551,11N,32.916961364012,-115.543000471819
7,Imperial1979,'1979-10-15',6.53,43,Strike-Slip,32.644,-115.307,bend,breached,NaN,single,0,17.5959107648812,0,angle,29599.9814583752,32653.1156479598,0.90649792128564,38150.1527134799,21900.7723995346,0.0516666666666667,0.0659836718082847,634867.813907673,3642801.79040276,11N,32.9151385293634,-115.557705935533
5,Izmit_Kocaeli,'1999-08-17',7.51,85,Strike-Slip,40.748,29.99,bend,breached,NaN,single,0,22.045624668788,0,angle,6929.99999702235,121770.934867524,0.0569101321638171,26973.2880194713,58214.426002875,NaN,NaN,219006.575262239,4512768.63511749,36N,40.7179173096245,29.6733038513104
5,Izmit_Kocaeli,'1999-08-17',7.51,85,Strike-Slip,40.748,29.99,bend,breached,NaN,single,0,5.3837446961777,0,angle,79139.9993777858,121770.934867524,0.649908777196161,45611.7110989917,13909.8811376494,2.036536,0.391641538461538,290964.262567386,4508257.465614,36N,40.6987237451204,30.5258322393073
5,Izmit_Kocaeli,'1999-08-17',7.51,85,Strike-Slip,40.748,29.99,bend,breached,NaN,single,0,15.5816689114209,0,angle,103839.998588033,121770.934867524,0.85274863579722,69605.3725431384,38190.5797975525,NaN,NaN,315332.84195991,4510610.06311571,36N,40.7257224100458,30.8133551086046
5,Izmit_Kocaeli,'1999-08-17',7.51,85,Strike-Slip,40.748,29.99,bend,breached,releasing,double,997.556491682734,16.4524784006815,282.52794357733,angle,29039.9998558226,121770.934867524,0.238480552747793,5490.42225757313,36128.3835961026,2.35,0.451923076923077,241109.990986268,4512415.3580611,36N,40.7219818372173,29.9347616346171
5,Izmit_Kocaeli,'1999-08-17',7.51,85,Strike-Slip,40.748,29.99,bend,breached,restraining,double,382.404889801575,12.5774184259323,83.2719509124661,angle,32709.9998342932,121770.934867524,0.268619107423942,2989.11027958989,32452.5172874508,2.4375,0.46875,244791.445956689,4512356.82035699,36N,40.7226040032204,29.9783155094622
5,Izmit_Kocaeli,'1999-08-17',7.51,85,Strike-Slip,40.748,29.99,bend,breached,releasing,double,156.053155901025,27.2467984494524,71.4449172283816,angle,36429.999805311,121770.934867524,0.299168269053232,3766.57917349793,28752.5472503409,3,0.576923076923077,248512.126423311,4512452.98791233,36N,40.7246135169399,30.0222729477343
5,Izmit_Kocaeli,'1999-08-17',7.51,85,Strike-Slip,40.748,29.99,bend,breached,restraining,double,971.533466355023,12.4576898149934,209.577846226257,angle,44279.9997336793,121770.934867524,0.363633569717208,11026.2712121914,20885.1887018863,NaN,NaN,256341.18309362,4511672.41801464,36N,40.71994386387,30.1151622560635
